,LAUS Code,FIPS_code_state,FIPS_code_county,County Name/State Abbreviation,Period,Labor_force,Employed,Unemployed,Unemployment_rate%,County,State,Preliminary,Labor_force_NA,Employed_NA,Unemployed_NA,Unemployment_rate%_NA,fips
38629,CN0100100000000,01,001,"Autauga County, AL",Sep-20,25403.0,24049.0,1354.0,5.3,Autauga County,AL,False,False,False,False,False,01001
38630,CN0100300000000,01,003,"Baldwin County, AL",Sep-20,97719.0,92203.0,5516.0,5.6,Baldwin County,AL,False,False,False,False,False,01003
38631,CN0100500000000,01,005,"Barbour County, AL",Sep-20,9595.0,8750.0,845.0,8.8,Barbour County,AL,False,False,False,False,False,01005
38632,CN0100700000000,01,007,"Bibb County, AL",Sep-20,8655.0,8073.0,582.0,6.7,Bibb County,AL,False,False,False,False,False,01007
38633,CN0100900000000,01,009,"Blount County, AL",Sep-20,24703.0,23688.0,1015.0,4.1,Blount County,AL,False,False,False,False,False,01009
38634,CN0101100000000,01,011,"Bullock County, AL",Sep-20,5126.0,4791.0,335.0,6.5,Bullock County,AL,False,False,False,False,False,01011
38635,CN0101300000000,01,013,"Butler County, AL",Sep-20,9789.0,8866.0,923.0,9.4,Butler County,AL,False,False,False,False,False,01013
38636,CN0101500000000,01,015,"Calhoun County, AL",Sep-20,45314.0,41864.0,3450.0,7.6,Calhoun County,AL,False,False,False,False,False,01015
38637,CN0101700000000,01,017,"Chambers County, AL",Sep-20,16640.0,15496.0,1144.0,6.9,Chambers County,AL,False,False,False,False,False,01017
38638,CN0101900000000,01,019,"Cherokee County, AL",Sep-20,11846.0,11353.0,493.0,4.2,Cherokee County,AL,False,False,False,False,False,01019
38639,CN0102100000000,01,021,"Chilton County, AL",Sep-20,19556.0,18547.0,1009.0,5.2,Chilton County,AL,False,False,False,False,False,01021
38640,CN0102300000000,01,023,"Choctaw County, AL",Sep-20,5012.0,4671.0,341.0,6.8,Choctaw County,AL,False,False,False,False,False,01023
38641,CN0102500000000,01,025,"Clarke County, AL",Sep-20,8575.0,7659.0,916.0,10.7,Clarke County,AL,False,False,False,False,False,01025
38642,CN0102700000000,01,027,"Clay County, AL",Sep-20,6594.0,6324.0,270.0,4.1,Clay County,AL,False,False,False,False,False,01027
38643,CN0102900000000,01,029,"Cleburne County, AL",Sep-20,5975.0,5733.0,242.0,4.1,Cleburne County,AL,False,False,False,False,False,01029
38644,CN0103100000000,01,031,"Coffee County, AL",Sep-20,22901.0,21855.0,1046.0,4.6,Coffee County,AL,False,False,False,False,False,01031
38645,CN0103300000000,01,033,"Colbert County, AL",Sep-20,23621.0,22039.0,1582.0,6.7,Colbert County,AL,False,False,False,False,False,01033
38646,CN0103500000000,01,035,"Conecuh County, AL",Sep-20,4947.0,4541.0,406.0,8.2,Conecuh County,AL,False,False,False,False,False,01035
38647,CN0103700000000,01,037,"Coosa County, AL",Sep-20,4775.0,4519.0,256.0,5.4,Coosa County,AL,False,False,False,False,False,01037
38648,CN0103900000000,01,039,"Covington County, AL",Sep-20,16291.0,15515.0,776.0,4.8,Covington County,AL,False,False,False,False,False,01039
38649,CN0104100000000,01,041,"Crenshaw County, AL",Sep-20,6612.0,6253.0,359.0,5.4,Crenshaw County,AL,False,False,False,False,False,01041
38650,CN0104300000000,01,043,"Cullman County, AL",Sep-20,40509.0,38940.0,1569.0,3.9,Cullman County,AL,False,False,False,False,False,01043
38651,CN0104500000000,01,045,"Dale County, AL",Sep-20,22131.0,20926.0,1205.0,5.4,Dale County,AL,False,False,False,False,False,01045
38652,CN0104700000000,01,047,"Dallas County, AL",Sep-20,15873.0,13974.0,1899.0,12.0,Dallas County,AL,False,False,False,False,False,01047
38653,CN0104900000000,01,049,"DeKalb County, AL",Sep-20,33081.0,31714.0,1367.0,4.1,DeKalb County,AL,False,False,False,False,False,01049
38654,CN0105100000000,01,051,"Elmore County, AL",Sep-20,36446.0,34513.0,1933.0,5.3,Elmore County,AL,False,False,False,False,False,01051
38655,CN0105300000000,01,053,"Escambia County, AL",Sep-20,16121.0,15061.0,1060.0,6.6,Escambia County,AL,False,False,False,False,False,01053
38656,CN0105500000000,01,055,"Etowah County, AL",Sep-20,41385.0,38141.0,3244.0,7.8,Etowah County,AL,False,False,False,False,False,01055
38657,CN0105700000000,01,057,"Fayette County, AL",Sep-20,6904.0,6583.0,321.0,4.6,Fayette County,AL,False,False,False,False,False,01057
38658,CN0105900000000,01,059,"Franklin County, AL",Sep-20,15274.0,14661.0,613.0,4.0,Franklin County,AL,False,False,False,False,False,01059
38659,CN0106100000000,01,061,"Geneva County, AL",Sep-20,10927.0,10444.0,483.0,4.4,Geneva County,AL,False,False,False,False,False,01061
38660,CN0106300000000,01,063,"Greene County, AL",Sep-20,3256.0,2863.0,393.0,12.1,Greene County,AL,False,False,False,False,False,01063
38661,CN0106500000000,01,065,"Hale County, AL",Sep-20,6439.0,5764.0,675.0,10.5,Hale County,AL,False,False,False,False,False,01065
38662,CN0106700000000,01,067,"Henry County, AL",Sep-20,6845.0,6481.0,364.0,5.3,Henry County,AL,False,False,False,False,False,01067
38663,CN0106900000000,01,069,"Houston County, AL",Sep-20,46215.0,43249.0,2966.0,6.4,Houston County,AL,False,False,False,False,False,01069
38664,CN0107100000000,01,071,"Jackson County, AL",Sep-20,23685.0,22517.0,1168.0,4.9,Jackson County,AL,False,False,False,False,False,01071
38665,CN0107300000000,01,073,"Jefferson County, AL",Sep-20,320027.0,296322.0,23705.0,7.4,Jefferson County,AL,False,False,False,False,False,01073
38666,CN0107500000000,01,075,"Lamar County, AL",Sep-20,6189.0,5892.0,297.0,4.8,Lamar County,AL,False,False,False,False,False,01075
38667,CN0107700000000,01,077,"Lauderdale County, AL",Sep-20,42106.0,39831.0,2275.0,5.4,Lauderdale County,AL,False,False,False,False,False,01077
38668,CN0107900000000,01,079,"Lawrence County, AL",Sep-20,14125.0,13389.0,736.0,5.2,Lawrence County,AL,False,False,False,False,False,01079
38669,CN0108100000000,01,081,"Lee County, AL",Sep-20,75874.0,71659.0,4215.0,5.6,Lee County,AL,False,False,False,False,False,01081
38670,CN0108300000000,01,083,"Limestone County, AL",Sep-20,43311.0,41398.0,1913.0,4.4,Limestone County,AL,False,False,False,False,False,01083
38671,CN0108500000000,01,085,"Lowndes County, AL",Sep-20,3830.0,3210.0,620.0,16.2,Lowndes County,AL,False,False,False,False,False,01085
38672,CN0108700000000,01,087,"Macon County, AL",Sep-20,8638.0,7705.0,933.0,10.8,Macon County,AL,False,False,False,False,False,01087
38673,CN0108900000000,01,089,"Madison County, AL",Sep-20,184458.0,174710.0,9748.0,5.3,Madison County,AL,False,False,False,False,False,01089
38674,CN0109100000000,01,091,"Marengo County, AL",Sep-20,8458.0,7876.0,582.0,6.9,Marengo County,AL,False,False,False,False,False,01091
38675,CN0109300000000,01,093,"Marion County, AL",Sep-20,14497.0,13800.0,697.0,4.8,Marion County,AL,False,False,False,False,False,01093
38676,CN0109500000000,01,095,"Marshall County, AL",Sep-20,46938.0,45059.0,1879.0,4.0,Marshall County,AL,False,False,False,False,False,01095
38677,CN0109700000000,01,097,"Mobile County, AL",Sep-20,190136.0,172068.0,18068.0,9.5,Mobile County,AL,False,False,False,False,False,01097
38678,CN0109900000000,01,099,"Monroe County, AL",Sep-20,8110.0,7398.0,712.0,8.8,Monroe County,AL,False,False,False,False,False,01099
38679,CN0110100000000,01,101,"Montgomery County, AL",Sep-20,107308.0,96688.0,10620.0,9.9,Montgomery County,AL,False,False,False,False,False,01101
38680,CN0110300000000,01,103,"Morgan County, AL",Sep-20,57518.0,54712.0,2806.0,4.9,Morgan County,AL,False,False,False,False,False,01103
38681,CN0110500000000,01,105,"Perry County, AL",Sep-20,3824.0,3368.0,456.0,11.9,Perry County,AL,False,False,False,False,False,01105
38682,CN0110700000000,01,107,"Pickens County, AL",Sep-20,7985.0,7438.0,547.0,6.9,Pickens County,AL,False,False,False,False,False,01107
38683,CN0110900000000,01,109,"Pike County, AL",Sep-20,17227.0,16320.0,907.0,5.3,Pike County,AL,False,False,False,False,False,01109
38684,CN0111100000000,01,111,"Randolph County, AL",Sep-20,10195.0,9792.0,403.0,4.0,Randolph County,AL,False,False,False,False,False,01111
38685,CN0111300000000,01,113,"Russell County, AL",Sep-20,23147.0,21883.0,1264.0,5.5,Russell County,AL,False,False,False,False,False,01113
38686,CN0111500000000,01,115,"St. Clair County, AL",Sep-20,39827.0,37773.0,2054.0,5.2,St. Clair County,AL,False,False,False,False,False,01115
38687,CN0111700000000,01,117,"Shelby County, AL",Sep-20,113203.0,108532.0,4671.0,4.1,Shelby County,AL,False,False,False,False,False,01117
38688,CN0111900000000,01,119,"Sumter County, AL",Sep-20,5127.0,4750.0,377.0,7.4,Sumter County,AL,False,False,False,False,False,01119
38689,CN0112100000000,01,121,"Talladega County, AL",Sep-20,38269.0,35654.0,2615.0,6.8,Talladega County,AL,False,False,False,False,False,01121
38690,CN0112300000000,01,123,"Tallapoosa County, AL",Sep-20,19244.0,17880.0,1364.0,7.1,Tallapoosa County,AL,False,False,False,False,False,01123
38691,CN0112500000000,01,125,"Tuscaloosa County, AL",Sep-20,106040.0,98650.0,7390.0,7.0,Tuscaloosa County,AL,False,False,False,False,False,01125
38692,CN0112700000000,01,127,"Walker County, AL",Sep-20,24992.0,23482.0,1510.0,6.0,Walker County,AL,False,False,False,False,False,01127
38693,CN0112900000000,01,129,"Washington County, AL",Sep-20,7307.0,6659.0,648.0,8.9,Washington County,AL,False,False,False,False,False,01129
38694,CN0113100000000,01,131,"Wilcox County, AL",Sep-20,3230.0,2676.0,554.0,17.2,Wilcox County,AL,False,False,False,False,False,01131
38695,CN0113300000000,01,133,"Winston County, AL",Sep-20,10464.0,9966.0,498.0,4.8,Winston County,AL,False,False,False,False,False,01133
38696,CN0201300000000,02,013,"Aleutians East Borough, AK",Sep-20,2883.0,2823.0,60.0,2.1,Aleutians East Borough,AK,False,False,False,False,False,02013
38697,CN0201600000000,02,016,"Aleutians West Census Area, AK",Sep-20,3517.0,3432.0,85.0,2.4,Aleutians West Census Area,AK,False,False,False,False,False,02016
38698,CN0202000000000,02,020,"Anchorage Borough/municipality, AK",Sep-20,142870.0,133676.0,9194.0,6.4,Anchorage Borough/municipality,AK,False,False,False,False,False,02020
38699,CN0205000000000,02,050,"Bethel Census Area, AK",Sep-20,6437.0,5772.0,665.0,10.3,Bethel Census Area,AK,False,False,False,False,False,02050
38700,CN0206000000000,02,060,"Bristol Bay Borough, AK",Sep-20,405.0,379.0,26.0,6.4,Bristol Bay Borough,AK,False,False,False,False,False,02060
38701,CN0206800000000,02,068,"Denali Borough, AK",Sep-20,1106.0,1035.0,71.0,6.4,Denali Borough,AK,False,False,False,False,False,02068
38702,CN0207000000000,02,070,"Dillingham Census Area, AK",Sep-20,1745.0,1627.0,118.0,6.8,Dillingham Census Area,AK,False,False,False,False,False,02070
38703,CN0209000000000,02,090,"Fairbanks North Star Borough, AK",Sep-20,43877.0,41664.0,2213.0,5.0,Fairbanks North Star Borough,AK,False,False,False,False,False,02090
38704,CN0210000000000,02,100,"Haines Borough, AK",Sep-20,1097.0,983.0,114.0,10.4,Haines Borough,AK,False,False,False,False,False,02100
38705,CN0210500000000,02,105,"Hoonah-Angoon Census Area, AK",Sep-20,1112.0,1006.0,106.0,9.5,Hoonah-Angoon Census Area,AK,False,False,False,False,False,02105
38706,CN0211000000000,02,110,"Juneau Borough/city, AK",Sep-20,15600.0,14708.0,892.0,5.7,Juneau Borough/city,AK,False,False,False,False,False,02110
38707,CN0212200000000,02,122,"Kenai Peninsula Borough, AK",Sep-20,24639.0,22780.0,1859.0,7.5,Kenai Peninsula Borough,AK,False,False,False,False,False,02122
38708,CN0213000000000,02,130,"Ketchikan Gateway Borough, AK",Sep-20,6397.0,5912.0,485.0,7.6,Ketchikan Gateway Borough,AK,False,False,False,False,False,02130
38709,CN0215000000000,02,150,"Kodiak Island Borough, AK",Sep-20,5494.0,5246.0,248.0,4.5,Kodiak Island Borough,AK,False,False,False,False,False,02150
38710,CN0215800000000,02,158,"Kusilvak Census Area, AK",Sep-20,2593.0,2256.0,337.0,13.0,Kusilvak Census Area,AK,False,False,False,False,False,02158
38711,CN0216400000000,02,164,"Lake and Peninsula Borough, AK",Sep-20,711.0,667.0,44.0,6.2,Lake and Peninsula Borough,AK,False,False,False,False,False,02164
38712,CN0217000000000,02,170,"Matanuska-Susitna Borough, AK",Sep-20,44944.0,41904.0,3040.0,6.8,Matanuska-Susitna Borough,AK,False,False,False,False,False,02170
38713,CN0218000000000,02,180,"Nome Census Area, AK",Sep-20,3825.0,3487.0,338.0,8.8,Nome Census Area,AK,False,False,False,False,False,02180
38714,CN0218500000000,02,185,"North Slope Borough, AK",Sep-20,2803.0,2651.0,152.0,5.4,North Slope Borough,AK,False,False,False,False,False,02185
38715,CN0218800000000,02,188,"Northwest Arctic Borough, AK",Sep-20,2740.0,2461.0,279.0,10.2,Northwest Arctic Borough,AK,False,False,False,False,False,02188
38716,CN0219500000000,02,195,"Petersburg Borough, AK",Sep-20,1361.0,1288.0,73.0,5.4,Petersburg Borough,AK,False,False,False,False,False,02195
38717,CN0219800000000,02,198,"Prince of Wales-Hyder Census Area, AK",Sep-20,2640.0,2437.0,203.0,7.7,Prince of Wales-Hyder Census Area,AK,False,False,False,False,False,02198
38718,CN0222000000000,02,220,"Sitka Borough/city, AK",Sep-20,3962.0,3759.0,203.0,5.1,Sitka Borough/city,AK,False,False,False,False,False,02220
38719,CN0223000000000,02,230,"Skagway Municipality, AK",Sep-20,833.0,728.0,105.0,12.6,Skagway Municipality,AK,False,False,False,False,False,02230
38720,CN0224000000000,02,240,"Southeast Fairbanks Census Area, AK",Sep-20,2629.0,2488.0,141.0,5.4,Southeast Fairbanks Census Area,AK,False,False,False,False,False,02240
38721,CN0226100000000,02,261,"Valdez-Cordova Census Area, AK",Sep-20,4862.0,4609.0,253.0,5.2,Valdez-Cordova Census Area,AK,False,False,False,False,False,02261
38722,CN0227500000000,02,275,"Wrangell Borough/city, AK",Sep-20,930.0,869.0,61.0,6.6,Wrangell Borough/city,AK,False,False,False,False,False,02275
38723,CN0228200000000,02,282,"Yakutat Borough/city, AK",Sep-20,226.0,211.0,15.0,6.6,Yakutat Borough/city,AK,False,False,False,False,False,02282
38724,CN0229000000000,02,290,"Yukon-Koyukuk Census Area, AK",Sep-20,2273.0,2076.0,197.0,8.7,Yukon-Koyukuk Census Area,AK,False,False,False,False,False,02290
38725,CN0400100000000,04,001,"Apache County, AZ",Sep-20,20199.0,17983.0,2216.0,11.0,Apache County,AZ,False,False,False,False,False,04001
38726,CN0400300000000,04,003,"Cochise County, AZ",Sep-20,52305.0,49408.0,2897.0,5.5,Cochise County,AZ,False,False,False,False,False,04003
38727,CN0400500000000,04,005,"Coconino County, AZ",Sep-20,69962.0,64251.0,5711.0,8.2,Coconino County,AZ,False,False,False,False,False,04005
38728,CN0400700000000,04,007,"Gila County, AZ",Sep-20,21150.0,19817.0,1333.0,6.3,Gila County,AZ,False,False,False,False,False,04007
38729,CN0400900000000,04,009,"Graham County, AZ",Sep-20,15848.0,14998.0,850.0,5.4,Graham County,AZ,False,False,False,False,False,04009
38730,CN0401100000000,04,011,"Greenlee County, AZ",Sep-20,4631.0,4407.0,224.0,4.8,Greenlee County,AZ,False,False,False,False,False,04011
38731,CN0401200000000,04,012,"La Paz County, AZ",Sep-20,9601.0,9016.0,585.0,6.1,La Paz County,AZ,False,False,False,False,False,04012
38732,CN0401300000000,04,013,"Maricopa County, AZ",Sep-20,2349862.0,2205048.0,144814.0,6.2,Maricopa County,AZ,False,False,False,False,False,04013
38733,CN0401500000000,04,015,"Mohave County, AZ",Sep-20,87378.0,80500.0,6878.0,7.9,Mohave County,AZ,False,False,False,False,False,04015
38734,CN0401700000000,04,017,"Navajo County, AZ",Sep-20,41229.0,37795.0,3434.0,8.3,Navajo County,AZ,False,False,False,False,False,04017
38735,CN0401900000000,04,019,"Pima County, AZ",Sep-20,499135.0,467605.0,31530.0,6.3,Pima County,AZ,False,False,False,False,False,04019
38736,CN0402100000000,04,021,"Pinal County, AZ",Sep-20,189584.0,177638.0,11946.0,6.3,Pinal County,AZ,False,False,False,False,False,04021
38737,CN0402300000000,04,023,"Santa Cruz County, AZ",Sep-20,19099.0,16964.0,2135.0,11.2,Santa Cruz County,AZ,False,False,False,False,False,04023
38738,CN0402500000000,04,025,"Yavapai County, AZ",Sep-20,109981.0,103834.0,6147.0,5.6,Yavapai County,AZ,False,False,False,False,False,04025
38739,CN0402700000000,04,027,"Yuma County, AZ",Sep-20,97429.0,81170.0,16259.0,16.7,Yuma County,AZ,False,False,False,False,False,04027
38740,CN0500100000000,05,001,"Arkansas County, AR",Sep-20,9259.0,8811.0,448.0,4.8,Arkansas County,AR,False,False,False,False,False,05001
38741,CN0500300000000,05,003,"Ashley County, AR",Sep-20,7422.0,6653.0,769.0,10.4,Ashley County,AR,False,False,False,False,False,05003
38742,CN0500500000000,05,005,"Baxter County, AR",Sep-20,15987.0,14995.0,992.0,6.2,Baxter County,AR,False,False,False,False,False,05005
38743,CN0500700000000,05,007,"Benton County, AR",Sep-20,136733.0,129563.0,7170.0,5.2,Benton County,AR,False,False,False,False,False,05007
38744,CN0500900000000,05,009,"Boone County, AR",Sep-20,15860.0,15008.0,852.0,5.4,Boone County,AR,False,False,False,False,False,05009
38745,CN0501100000000,05,011,"Bradley County, AR",Sep-20,4377.0,4114.0,263.0,6.0,Bradley County,AR,False,False,False,False,False,05011
38746,CN0501300000000,05,013,"Calhoun County, AR",Sep-20,2375.0,2249.0,126.0,5.3,Calhoun County,AR,False,False,False,False,False,05013
38747,CN0501500000000,05,015,"Carroll County, AR",Sep-20,12672.0,11911.0,761.0,6.0,Carroll County,AR,False,False,False,False,False,05015
38748,CN0501700000000,05,017,"Chicot County, AR",Sep-20,3180.0,2792.0,388.0,12.2,Chicot County,AR,False,False,False,False,False,05017
38749,CN0501900000000,05,019,"Clark County, AR",Sep-20,9506.0,8908.0,598.0,6.3,Clark County,AR,False,False,False,False,False,05019
38750,CN0502100000000,05,021,"Clay County, AR",Sep-20,5460.0,5143.0,317.0,5.8,Clay County,AR,False,False,False,False,False,05021
38751,CN0502300000000,05,023,"Cleburne County, AR",Sep-20,9022.0,8331.0,691.0,7.7,Cleburne County,AR,False,False,False,False,False,05023
38752,CN0502500000000,05,025,"Cleveland County, AR",Sep-20,3135.0,2906.0,229.0,7.3,Cleveland County,AR,False,False,False,False,False,05025
38753,CN0502700000000,05,027,"Columbia County, AR",Sep-20,9292.0,8541.0,751.0,8.1,Columbia County,AR,False,False,False,False,False,05027
38754,CN0502900000000,05,029,"Conway County, AR",Sep-20,8086.0,7569.0,517.0,6.4,Conway County,AR,False,False,False,False,False,05029
38755,CN0503100000000,05,031,"Craighead County, AR",Sep-20,57336.0,53881.0,3455.0,6.0,Craighead County,AR,False,False,False,False,False,05031
38756,CN0503300000000,05,033,"Crawford County, AR",Sep-20,26083.0,24483.0,1600.0,6.1,Crawford County,AR,False,False,False,False,False,05033
38757,CN0503500000000,05,035,"Crittenden County, AR",Sep-20,21314.0,19144.0,2170.0,10.2,Crittenden County,AR,False,False,False,False,False,05035
38758,CN0503700000000,05,037,"Cross County, AR",Sep-20,7316.0,6832.0,484.0,6.6,Cross County,AR,False,False,False,False,False,05037
38759,CN0503900000000,05,039,"Dallas County, AR",Sep-20,2699.0,2541.0,158.0,5.9,Dallas County,AR,False,False,False,False,False,05039
38760,CN0504100000000,05,041,"Desha County, AR",Sep-20,5301.0,4858.0,443.0,8.4,Desha County,AR,False,False,False,False,False,05041
38761,CN0504300000000,05,043,"Drew County, AR",Sep-20,7643.0,7074.0,569.0,7.4,Drew County,AR,False,False,False,False,False,05043
38762,CN0504500000000,05,045,"Faulkner County, AR",Sep-20,59711.0,56236.0,3475.0,5.8,Faulkner County,AR,False,False,False,False,False,05045
38763,CN0504700000000,05,047,"Franklin County, AR",Sep-20,7396.0,6935.0,461.0,6.2,Franklin County,AR,False,False,False,False,False,05047
38764,CN0504900000000,05,049,"Fulton County, AR",Sep-20,4983.0,4724.0,259.0,5.2,Fulton County,AR,False,False,False,False,False,05049
38765,CN0505100000000,05,051,"Garland County, AR",Sep-20,41883.0,37893.0,3990.0,9.5,Garland County,AR,False,False,False,False,False,05051
38766,CN0505300000000,05,053,"Grant County, AR",Sep-20,8014.0,7545.0,469.0,5.9,Grant County,AR,False,False,False,False,False,05053
38767,CN0505500000000,05,055,"Greene County, AR",Sep-20,19868.0,18670.0,1198.0,6.0,Greene County,AR,False,False,False,False,False,05055
38768,CN0505700000000,05,057,"Hempstead County, AR",Sep-20,9620.0,9068.0,552.0,5.7,Hempstead County,AR,False,False,False,False,False,05057
38769,CN0505900000000,05,059,"Hot Spring County, AR",Sep-20,13815.0,12868.0,947.0,6.9,Hot Spring County,AR,False,False,False,False,False,05059
38770,CN0506100000000,05,061,"Howard County, AR",Sep-20,5480.0,5158.0,322.0,5.9,Howard County,AR,False,False,False,False,False,05061
38771,CN0506300000000,05,063,"Independence County, AR",Sep-20,16466.0,15522.0,944.0,5.7,Independence County,AR,False,False,False,False,False,05063
38772,CN0506500000000,05,065,"Izard County, AR",Sep-20,4809.0,4416.0,393.0,8.2,Izard County,AR,False,False,False,False,False,05065
38773,CN0506700000000,05,067,"Jackson County, AR",Sep-20,5518.0,5089.0,429.0,7.8,Jackson County,AR,False,False,False,False,False,05067
38774,CN0506900000000,05,069,"Jefferson County, AR",Sep-20,27277.0,24526.0,2751.0,10.1,Jefferson County,AR,False,False,False,False,False,05069
38775,CN0507100000000,05,071,"Johnson County, AR",Sep-20,10002.0,9351.0,651.0,6.5,Johnson County,AR,False,False,False,False,False,05071
38776,CN0507300000000,05,073,"Lafayette County, AR",Sep-20,2481.0,2245.0,236.0,9.5,Lafayette County,AR,False,False,False,False,False,05073
38777,CN0507500000000,05,075,"Lawrence County, AR",Sep-20,6949.0,6467.0,482.0,6.9,Lawrence County,AR,False,False,False,False,False,05075
38778,CN0507700000000,05,077,"Lee County, AR",Sep-20,2753.0,2506.0,247.0,9.0,Lee County,AR,False,False,False,False,False,05077
38779,CN0507900000000,05,079,"Lincoln County, AR",Sep-20,3806.0,3554.0,252.0,6.6,Lincoln County,AR,False,False,False,False,False,05079
38780,CN0508100000000,05,081,"Little River County, AR",Sep-20,5491.0,5104.0,387.0,7.0,Little River County,AR,False,False,False,False,False,05081
38781,CN0508300000000,05,083,"Logan County, AR",Sep-20,8210.0,7619.0,591.0,7.2,Logan County,AR,False,False,False,False,False,05083
38782,CN0508500000000,05,085,"Lonoke County, AR",Sep-20,33045.0,30989.0,2056.0,6.2,Lonoke County,AR,False,False,False,False,False,05085
38783,CN0508700000000,05,087,"Madison County, AR",Sep-20,7368.0,7026.0,342.0,4.6,Madison County,AR,False,False,False,False,False,05087
38784,CN0508900000000,05,089,"Marion County, AR",Sep-20,6566.0,6135.0,431.0,6.6,Marion County,AR,False,False,False,False,False,05089
38785,CN0509100000000,05,091,"Miller County, AR",Sep-20,19736.0,18348.0,1388.0,7.0,Miller County,AR,False,False,False,False,False,05091
38786,CN0509300000000,05,093,"Mississippi County, AR",Sep-20,17367.0,15571.0,1796.0,10.3,Mississippi County,AR,False,False,False,False,False,05093
38787,CN0509500000000,05,095,"Monroe County, AR",Sep-20,2727.0,2512.0,215.0,7.9,Monroe County,AR,False,False,False,False,False,05095
38788,CN0509700000000,05,097,"Montgomery County, AR",Sep-20,2891.0,2671.0,220.0,7.6,Montgomery County,AR,False,False,False,False,False,05097
38789,CN0509900000000,05,099,"Nevada County, AR",Sep-20,3577.0,3331.0,246.0,6.9,Nevada County,AR,False,False,False,False,False,05099
38790,CN0510100000000,05,101,"Newton County, AR",Sep-20,3265.0,3118.0,147.0,4.5,Newton County,AR,False,False,False,False,False,05101
38791,CN0510300000000,05,103,"Ouachita County, AR",Sep-20,9555.0,8946.0,609.0,6.4,Ouachita County,AR,False,False,False,False,False,05103
38792,CN0510500000000,05,105,"Perry County, AR",Sep-20,4065.0,3822.0,243.0,6.0,Perry County,AR,False,False,False,False,False,05105
38793,CN0510700000000,05,107,"Phillips County, AR",Sep-20,6236.0,5604.0,632.0,10.1,Phillips County,AR,False,False,False,False,False,05107
38794,CN0510900000000,05,109,"Pike County, AR",Sep-20,4222.0,3939.0,283.0,6.7,Pike County,AR,False,False,False,False,False,05109
38795,CN0511100000000,05,111,"Poinsett County, AR",Sep-20,10505.0,9874.0,631.0,6.0,Poinsett County,AR,False,False,False,False,False,05111
38796,CN0511300000000,05,113,"Polk County, AR",Sep-20,7968.0,7407.0,561.0,7.0,Polk County,AR,False,False,False,False,False,05113
38797,CN0511500000000,05,115,"Pope County, AR",Sep-20,28515.0,26772.0,1743.0,6.1,Pope County,AR,False,False,False,False,False,05115
38798,CN0511700000000,05,117,"Prairie County, AR",Sep-20,3516.0,3313.0,203.0,5.8,Prairie County,AR,False,False,False,False,False,05117
38799,CN0511900000000,05,119,"Pulaski County, AR",Sep-20,188412.0,170495.0,17917.0,9.5,Pulaski County,AR,False,False,False,False,False,05119
38800,CN0512100000000,05,121,"Randolph County, AR",Sep-20,7360.0,6874.0,486.0,6.6,Randolph County,AR,False,False,False,False,False,05121
38801,CN0512300000000,05,123,"St. Francis County, AR",Sep-20,8144.0,7398.0,746.0,9.2,St. Francis County,AR,False,False,False,False,False,05123
38802,CN0512500000000,05,125,"Saline County, AR",Sep-20,56573.0,53314.0,3259.0,5.8,Saline County,AR,False,False,False,False,False,05125
38803,CN0512700000000,05,127,"Scott County, AR",Sep-20,4275.0,4060.0,215.0,5.0,Scott County,AR,False,False,False,False,False,05127
38804,CN0512900000000,05,129,"Searcy County, AR",Sep-20,2839.0,2658.0,181.0,6.4,Searcy County,AR,False,False,False,False,False,05129
38805,CN0513100000000,05,131,"Sebastian County, AR",Sep-20,55260.0,51577.0,3683.0,6.7,Sebastian County,AR,False,False,False,False,False,05131
38806,CN0513300000000,05,133,"Sevier County, AR",Sep-20,5432.0,5077.0,355.0,6.5,Sevier County,AR,False,False,False,False,False,05133
38807,CN0513500000000,05,135,"Sharp County, AR",Sep-20,5714.0,5299.0,415.0,7.3,Sharp County,AR,False,False,False,False,False,05135
38808,CN0513700000000,05,137,"Stone County, AR",Sep-20,4657.0,4318.0,339.0,7.3,Stone County,AR,False,False,False,False,False,05137
38809,CN0513900000000,05,139,"Union County, AR",Sep-20,15616.0,14137.0,1479.0,9.5,Union County,AR,False,False,False,False,False,05139
38810,CN0514100000000,05,141,"Van Buren County, AR",Sep-20,5687.0,5255.0,432.0,7.6,Van Buren County,AR,False,False,False,False,False,05141
38811,CN0514300000000,05,143,"Washington County, AR",Sep-20,125134.0,118275.0,6859.0,5.5,Washington County,AR,False,False,False,False,False,05143
38812,CN0514500000000,05,145,"White County, AR",Sep-20,33087.0,30917.0,2170.0,6.6,White County,AR,False,False,False,False,False,05145
38813,CN0514700000000,05,147,"Woodruff County, AR",Sep-20,2654.0,2486.0,168.0,6.3,Woodruff County,AR,False,False,False,False,False,05147
38814,CN0514900000000,05,149,"Yell County, AR",Sep-20,8290.0,7831.0,459.0,5.5,Yell County,AR,False,False,False,False,False,05149
38815,CN0600100000000,06,001,"Alameda County, CA",Sep-20,804726.0,730818.0,73908.0,9.2,Alameda County,CA,False,False,False,False,False,06001
38816,CN0600300000000,06,003,"Alpine County, CA",Sep-20,453.0,406.0,47.0,10.4,Alpine County,CA,False,False,False,False,False,06003
38817,CN0600500000000,06,005,"Amador County, CA",Sep-20,14122.0,12914.0,1208.0,8.6,Amador County,CA,False,False,False,False,False,06005
38818,CN0600700000000,06,007,"Butte County, CA",Sep-20,93147.0,85302.0,7845.0,8.4,Butte County,CA,False,False,False,False,False,06007
